,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015
Mamadou Diakhon,6.93,6.7,7.53,,,,,,,
Niama Sissoko,7.31,,,7.08,5.94,,,,,
Amadou Koné,5.58,5.54,,,,,,,,
Abdoul Koné,5.7,6.0,,,,,,,,
Amine Salama,6.69,6.83,6.51,,,,,,,
Gabriel Moscardo,7.72,,,,,,,,,
Mohammed Daramy,6.07,5.79,,,,,,,,
Martin Adeline,7.2,,6.72,7.03,,,,,,
Nhoa Sangui,5.4,,,,,,,,,
Rasmus Nicolaisen,7.04,7.3,5.75,,,,,,,
Gabriel Suazo,6.48,8.25,6.01,,,,,,,
Yann Gboho,7.44,7.09,,,6.67,6.31,,,,
Ümit Akdag,6.11,,,,,,,,,
Cristian Cásseres Jr.,7.9,5.5,,,,,,,,
Mark McKenzie,7.55,,,,,,,,,
Shavy Babicka,7.0,5.36,,,,,,,,
Zakaria Aboukhlal,5.63,7.02,7.7,,,,,,,
Aron Dønnum,5.82,7.37,,,,,,,,
Guillaume Restes,6.45,8.04,,,,,,,,
Waren Kamanzi,6.79,6.02,5.8,,,,,,,
Denis Genreau,6.09,5.88,5.83,,,,,,,
Naatan Skyttä,7.23,6.93,7.37,,,,,,,
Álex Domínguez,7.75,,,,,,,,,
Jaydee Canvot,6.52,,,,,,,,,
Ismaily,7.09,6.59,7.45,,,,,,,
Jonathan David,8.43,7.46,6.04,7.74,7.25,,,,,
Edon Zhegrova,5.79,6.67,8.29,6.33,,,,,,
Lucas Chevalier,6.65,8.42,6.06,,,,,,,
Alexsandro Ribeiro,8.44,5.67,6.29,,,,,,,
Tiago Santos,8.2,8.3,,,,,,,,
Hákon Arnar Haraldsson,6.41,6.82,,,,,,,,
Bafodé Diakité,7.79,8.38,6.38,,,6.03,6.78,,,
Rémy Cabella,7.33,6.37,7.29,6.36,,,6.68,7.07,7.22,6.64
Osame Sahraoui,7.89,,,,,,,,,
Ayyoub Bouaddi,7.73,7.12,,,,,,,,
Gabriel Gudmundsson,6.71,6.98,7.22,7.77,,,,,,
Ngal'Ayel Mukau,6.86,,,,,,,,,
Mohamed Bamba,5.33,6.27,5.61,7.42,,,,,,
Ousmane Toure,5.58,,,,,,,,,
Ethan Mbappé,7.19,7.33,,,,,,,,
Nicolás Tagliafico,6.62,7.7,6.84,,,,,,,
Rayan Cherki,6.4,5.7,8.24,7.09,7.11,7.57,,,,
Lucas Perri,7.19,,,,,,,,,
Malick Fofana,7.07,7.73,,,,,,,,
Gift Orban,7.96,6.98,,,,,,,,
Clinton Mata,5.81,5.64,,,,,,,,
Georges Mikautadze,7.39,8.5,,,,7.52,,,,
Maxence Caqueret,6.84,6.83,7.94,6.88,7.81,6.53,,,,
Ernest Nuamah,6.38,6.61,,,,,,,,
Adryelson,6.18,5.3,,,,,,,,
Warmed Omari,6.23,6.06,6.61,6.46,,,,,,
Sael Kumbedi,5.43,5.62,6.44,,,,,,,
Mahamadou Diawara,5.45,7.31,,,,,,,,
Grégoire Coudert,6.46,7.9,,,,,,,,
Romain Del Castillo,7.2,6.4,6.49,6.36,6.02,7.45,6.44,,,6.09
Kenny Lala,8.36,8.57,6.32,,6.55,6.19,6.48,8.4,,
Julien Le Cardinal,8.12,7.34,5.96,,,,,,,
Marco Bizot,7.66,6.49,7.21,7.21,,,,,,
Abdallah Sima,7.98,,7.82,,,,,,,
Luc Zogbé,6.24,6.54,,,,,,,,
Brendan Chardonnet,7.85,7.28,6.76,8.05,7.05,7.5,,,,
Kamory Doumbia,6.91,7.64,5.51,5.89,,,,,,
Mathias Pereira Lage,5.68,5.72,7.9,5.65,5.52,6.13,,,,
Ibrahim Salah,7.41,7.29,7.3,,,,,,,
Gianluca Curci,7.86,5.49,7.78,6.38,5.33,8.0,,,,
Hugo Magnetti,7.95,6.87,7.07,7.21,6.11,7.39,,,,
Axel Camblan,6.09,6.03,7.18,,,,,,,
Jérémy Le Douaron,5.19,7.15,5.37,6.91,6.23,,,,,
Birger Meling,,7.87,6.9,7.81,7.57,,,,,
Josh Wilson-Esbrand,,6.98,,,,,,,,
Thomas Foket,,7.27,7.71,8.03,7.62,7.6,5.96,,,
Ibrahim Diakité,,7.66,6.48,2.0,,,,,,
Adama Bojang,,5.23,,,,,,,,
Therence Koudou,,6.12,,,,,,,,
Mohamed Camara,,5.78,7.97,,,,,,,
Edan Diop,,5.34,7.7,,,,,,,
Lucas Michal,,5.4,,,,,,,,
Massamba Ndiaye,,8.63,,,,,,,,
Mory Diaw,,6.13,6.93,,,,,,,
Habib Keita,,8.12,,6.71,6.87,,,,,
Neto Borges,,7.18,7.74,,,,,,,
Florent Ogier,,6.62,7.58,5.67,,,,,,
Shamar Nicholson,,6.37,,,,,,,,
Bilal Boutobba,,6.34,,,,6.09,7.02,,,
Yohann Magnin,,7.4,6.55,6.24,,,,,,
Cheick Konaté,,7.37,6.61,,,,,,,
Elba Rashani,,7.31,8.05,6.61,,,,,,
Alan Virginius,,8.0,5.72,,,,,,,
Jérémy Jacquet,,6.75,,,,,,,,
Grejohn Kyei,,6.33,7.54,6.18,,,,,,7.65
Mehdi Zeffane,,7.55,6.14,,,,7.85,7.28,6.89,7.32
Yoël Armougom,,5.95,,,,,6.39,7.54,,
Jérémie Bela,,5.75,7.48,,,,,,6.23,
Aïman Maurer,,6.41,7.25,,,,,,,
Mohamed Bouchenna,,6.39,,,,,,,,
Abdellah Baallal,,7.51,,,,,,,,
Komnen Andrić,,5.67,6.27,,,,,,,
Ilhan Fakili,,6.88,,,,,,,,
Ivan Kelava,,5.15,,,,,,,,
Stijn Spierings,,6.31,6.57,,,,,,,
Mikkel Desler,,7.35,8.26,,,,,,,
Ibrahim Cissoko,,6.9,,,,,,,,
Mamady Bangré,,7.16,,,,,,,,
Yanis Begraoui,,5.79,7.3,,,,,,,
Kévin Keben Biakolo,,5.35,7.47,,,,,,,
Laurent Abergel,,6.68,5.98,6.51,6.21,,,,,
Ayman Kari,,7.66,7.05,,,,,,,
Julien Ponceau,,5.53,7.15,,,,,,,
Pablo Pagis,,6.66,,,,,,,,
Vincent Le Goff,,7.78,7.62,6.45,7.72,,,,5.41,6.86
Siriné Doucouré,,7.02,6.55,,,,,,,
Darlin Yongwa,,6.53,5.6,,,,,,,
Formose Mendy,,5.64,,,,,,,,
Montassar Talbi,,7.21,6.26,,,,,,,
Eli Junior Kroupi,,7.51,5.79,,,,,,,
Nathaniel Adjei,,5.5,,,,,,,,
Théo Le Bris,,6.25,6.76,5.16,,,,,,
Panos Katseris,,6.37,,,,,,,,
Bonke Innocent,,7.43,6.38,5.8,,,,,,
Julien Laporte,,7.28,5.56,7.7,5.59,,,,,
Gedeon Kalulu,,6.35,6.62,,,,,,,
Alexis Busin,,6.52,,,,,,,6.49,
Adrian Grbić,,7.17,7.35,6.93,7.7,,,,,
Joel Mvuka,,5.2,,,,,,,,
Aurélien Pelon,,7.04,,,,,,,,
Bassirou Ndiaye,,6.21,,,,,,,,
Iuri Silva,,5.06,6.39,5.82,,,,,,
Loris Mouyokolo,,6.99,,,,,,,,
Gino Caoki,,5.5,,,,,,,,
Trévis Dago,,7.06,,,,,,,,
Yusuf Yazıcı,,5.93,7.8,7.94,6.43,8.02,,,,
Ignacio Miramon,,7.66,,,,,,,,
Andrej Ilic,,5.65,,,,,,,,
Anthony Lopes,,8.43,6.7,6.7,5.84,7.64,6.53,5.75,7.29,8.14
Henrique,,6.06,6.98,5.84,,,,,,
Jeffinho,,6.39,7.77,,,,,,,
Mohamed El Arouch,,5.96,,,,,,,,
Chaim El Djebali,,7.18,,,,,,,,
Bradley Locko,,5.83,7.64,5.38,,,,,,
Adrien Lebeau,,6.61,,,,5.54,,,,
Achraf Dari,,7.91,6.71,,,,,,,
Karamoko Dembélé,,6.78,5.73,,,,,,,
Antonin Cartillier,,5.29,,,,,,,,
Dembo Sylla,,5.92,,,,,,,,
Rémy Riou,,5.63,6.76,,,,,,6.73,7.29
Arnau Tenas,,7.96,,,,,,,,
Cher Ndour,,6.88,,,,,,,,
Lucas Perrin,,6.6,6.6,7.25,6.19,5.68,,,,
Gerzino Nyamsi,,5.56,6.6,7.06,5.86,5.28,5.32,6.22,,
Ângelo,,7.82,,,,,,,,
Alaa Bellaarouch,,7.05,,,,,,,,
Thomas Delaine,,7.24,7.76,7.83,5.84,6.51,,,,
Dion Moise Sahi,,6.43,,7.63,5.95,,,,,
Steven Baseya,,5.48,,,,,,,,
Lebo Mothiba,,5.42,7.5,6.25,,5.99,8.0,5.74,,
Aboubacar Ali,,5.43,,,,,,,,
Jessy Deminguet,,7.87,,,,,5.81,5.71,,
Patrick Ouotro,,6.12,,,,,,,,
Mohamed Bechikh,,5.92,,,,,,,,
Nabil Alioui,,5.64,,,,,,,,
Mathieu Gorgelin,,6.5,,,,,7.07,7.81,6.52,8.03
Alois Confais,,6.67,,,,,,5.71,,6.08
Nolan Mbemba,,7.36,,,,,6.68,,,6.84
Oualid El Hajjam,,6.82,,5.38,,,7.7,7.47,,
Simon Ebonog,,6.67,,,,,,,,
Andy Logbo,,6.69,,,,,,,,
Emran Soglo,,6.45,,,,,,,,
Azzedine Ounahi,,7.77,5.48,7.22,,,,,,
Jean Onana,,7.46,7.4,8.31,,5.51,,,,
François Mughe,,5.64,5.74,,,,,,,
Sofiane Sidi Ali,,6.51,,,,,,,,
Raimane Daou,,7.55,,,,,,,,
Rémy Descamps,,6.6,6.82,,,,,,,
Adson,,7.56,,,,,,,,
Samuel Moutoussamy,,6.08,6.22,5.39,5.85,6.17,7.5,5.87,,
Jaouen Hadjam,,6.11,5.68,,,,,,,
Adel Mahamoud,,6.81,,,,,,,,
Denis Petrić,,7.39,,,,6.06,,,7.52,6.01
Stredair Appuah,,5.63,7.65,,,,,,,
Hugo Boutsingkham,,5.81,,,,,,,,
Bastien Meupiyou,,0.0,,,,,,,,
Oscar Cortés,,7.83,,,,,,,,
Ayanda Sishuba,,7.62,,,,,,,,
Salis Abdul Samed,,6.03,5.63,6.51,,,,,,
Jean-Louis Leca,,6.44,6.59,7.25,5.52,,,,8.07,7.4
Christopher Jullien,,6.28,6.91,,,,5.52,6.88,8.08,
Sacha Delaye,,6.33,8.18,6.11,6.4,,,,,
Léo Leroy,,5.87,7.71,7.12,,,,,,
Youcef Atal,,6.88,8.23,5.86,6.44,6.09,5.98,,,
Terem Moffi,,7.38,7.7,7.26,7.93,,,,,
Daouda Traoré,,7.22,,,,,,,,
Alexandre Oukidja,,8.21,,5.71,7.8,7.88,,6.42,,
Matthieu Udol,,6.65,,7.42,8.02,8.18,,7.89,7.65,
Youssef Maziz,,5.84,,,7.48,,,,6.81,
Fali Candé,,7.08,,5.75,,,,,,
Sadibou Sané,,7.39,,,,,,,,
Ablie Jallow,,7.52,,,,,,5.58,,
Koffi Kouao,,6.24,,,,,,,,
Didier Lamkel Zé,,6.08,,6.36,,,,,,
Oscar Estupiñan,,7.2,,,,,,,,
Simon Elisor,,6.59,,,,,,,,
Ibou Sané,,6.89,,,,,,,,
Christophe Hérelle,,6.61,7.18,7.92,5.62,7.1,7.44,7.41,,
Maxime Colin,,6.13,,,,,,,,
Kévin N'Doram,,7.28,,6.56,7.17,7.7,6.2,6.0,8.35,
Cheikh Tidiane Sabaly,,6.12,,5.95,5.17,,,,,
Danley Jean-Jacques,,6.36,,,,,,,,
Ismaël Traoré,,5.67,,7.49,7.66,6.33,5.41,5.91,6.44,6.26
Kévin Van Den Kerkhof,,5.9,,,,,,,,
Guillaume Dietsch,,7.19,,,,,,,,
Benjamin Tetteh,,6.89,,,,,,,,
Habib Maïga,,5.26,,7.43,7.62,6.53,,6.85,6.28,
Joseph Nduquidi,,6.93,,,,,,,,
Serge N'Guessan,,7.44,,,,,,,6.19,
Malick Mbaye,,7.26,,,,,,,,
Marco Verratti,,,6.07,7.51,6.04,6.21,8.18,6.24,9.03,6.45
Presnel Kimpembe,,,7.91,7.46,5.83,6.38,7.56,7.4,8.59,8.71
Ismaël Gharbi,,,7.7,,,,,,,
Alexandre Letellier,,,6.96,5.86,,,,6.32,5.06,6.77
Habib Diallo,,,6.06,7.4,5.9,6.32,,7.35,5.63,
Alexander Djiku,,,6.4,7.55,5.75,7.96,6.13,6.03,6.91,6.37
Yuito Suzuki,,,8.19,,,,,,,
Dimitri Liénard,,,6.44,6.81,7.34,7.68,6.71,6.77,,
Colin Dagba,,,7.9,5.48,7.75,7.44,7.61,,,
Dany Jean,,,6.35,,,,,,,
Franci Bouebari,,,5.8,,,,,,,
Andrei Girotto,,,8.36,8.0,6.25,7.07,7.28,6.5,,
Andy Delort,,,7.63,7.79,7.08,6.13,7.5,6.06,8.06,8.28
Lohann Doucet,,,7.19,5.38,,,,,,
Charles Traore,,,7.22,7.02,6.93,7.08,5.66,6.48,,7.82
Mohamed Achi,,,5.17,5.52,,,,,,
Bingourou Kamara,,,7.7,,5.45,,,5.69,,
Matis Carvalho,,,5.69,,,7.26,,,,
Valère Germain,,,6.71,7.88,7.99,5.63,6.95,6.7,7.28,6.32
Arnaud Souquet,,,7.44,5.82,7.35,8.0,,6.66,7.78,
Thibault Tamas,,,5.47,,,,,,,
Béni Makouana,,,7.2,6.04,,,,,,
Cheikh Faye,,,6.0,,,,,,,
Pedro Mendes,,,5.94,7.25,5.62,7.78,5.77,6.67,5.87,6.26
Jimmy Cabot,,,7.24,7.75,6.67,,,,7.19,6.23
Ismaël Boura,,,6.33,8.1,6.68,,,,,
Łukasz Poręba,,,7.62,,,,,,,
Steven Fortes,,,6.5,5.67,7.41,,7.1,5.26,,
Adam Buksa,,,5.93,,,,,,,
Patrick Berg,,,5.6,5.72,,,,,,
Antonin Bobichon,,,6.91,5.9,8.11,5.59,7.37,,,
Miha Blažič,,,6.56,,,,,,,
Adrien Hunou,,,6.52,,6.57,7.53,5.69,5.92,7.82,
Waniss Taibi,,,7.51,6.79,5.75,,,,,
Batista Mendy,,,6.34,5.98,7.03,,,,,
Marin Jakoliš,,,5.62,7.75,,,,,,
Paul Bernardoni,,,7.53,5.52,5.78,6.04,6.75,,,6.58
Sada Thioub,,,5.99,6.45,6.4,5.54,5.46,,,
Souleyman Doumbia,,,6.35,7.47,7.25,7.34,6.44,,,
Halid Šabanović,,,6.06,,,,,,,
Jason Mbock,,,6.06,6.04,,,,,,
Ousmane Camara,,,6.67,,,,,,,
Ilyes Cheti,,,6.89,,,,,,,
Justin-Noël Kalumba,,,6.97,,,,,,,
Calvin Stengs,,,5.72,6.86,,,,,,
Alexis Beka Beka,,,6.54,,,,,,,
Ayoub Amraoui,,,7.83,,,,,,,
Hamza Sakhi,,,6.49,,,,,,,
Mathias Autret,,,6.83,,,5.82,,,,
Quentin Bernard,,,6.62,,,,,,6.9,
Kays Ruiz,,,7.8,,7.01,,,,,
Dénys Bain,,,7.63,5.87,,7.7,,,,
Nuno da Costa,,,6.28,,,6.03,6.78,6.09,,
Gauthier Hein,,,5.9,,,,,7.14,5.31,
Julian Jeanvier,,,6.25,,,,,,,
Youssouf M'Changama,,,7.01,,,,,,,
Alexandre Coeff,,,7.34,,,,,,,7.14
Rémy Dugimont,,,6.18,,,,,,,
Gaëtan Charbonnier,,,5.99,,6.91,6.31,,,,5.75
Akim Zedadka,,,5.42,6.04,,,,,,
Kenji-Van Boto,,,5.74,,,,,,,
Brayann Pereira,,,2.0,6.8,,,,,,
Mateusz Lis,,,6.47,,,,,,,
Xavier Chavalerin,,,5.6,8.25,6.81,6.48,7.53,,,
Tanguy Zoukrou,,,6.79,6.89,,,,,,
Jeff Reine-Adélaïde,,,7.25,7.86,5.55,7.57,6.93,5.72,,
Jackson Porozo,,,6.33,,,,,,,
Rudy Kohon,,,5.4,,,,,,,
Abdu Conté,,,6.81,6.07,,,,,,
Renaud Ripart,,,5.54,6.99,5.99,8.12,6.34,,,
Thierno Balde,,,7.16,,,,,,,
Papa Ndiaga Yade,,,6.24,7.35,6.53,7.26,,,,
Erik Palmer-Brown,,,5.35,8.06,,,,,,
Tristan Dingomé,,,7.22,6.0,5.14,7.31,5.43,6.11,,
Andreas Bruus,,,7.67,,,,,,,
Derek Mazou-Sacko,,,5.32,,,,,,,
Daniel Congré,,,6.95,,8.09,7.5,6.56,6.32,8.22,7.62
Mathis Hamdi,,,4.83,,,,,,,
Xeka,,,6.7,7.0,7.76,6.42,7.82,6.93,6.42,
Alan Do Marcolino,,,6.99,,,,,,,
Doğan Alemdar,,,5.44,7.39,,,,,,
Alexis Flips,,,7.71,7.99,5.86,,,,,
Fallou Fall,,,6.37,,,,,,,
Mitchell van Bergen,,,7.08,7.13,,,,,,
Arber Zeneli,,,7.53,5.63,6.71,5.46,5.69,,,
Kaj Sierhuis,,,5.83,5.33,5.33,7.45,,,,
Noah Holm,,,7.33,,,,,,,
Mohamed Toure,,,5.45,,,,,,,
Patrick Pentz,,,7.08,,,,,,,
Jean Lucas,,,7.53,8.03,6.18,6.06,,,,
Saîf-Eddine Khaoui,,,7.5,6.68,6.82,7.07,7.57,6.08,7.4,
Brandon Baiye,,,6.69,,,,,,,
Jodel Dossou,,,6.37,7.67,,,,,,
Arial Mendy,,,6.33,5.34,,,,,,
Jason Berthomier,,,6.33,7.45,,,,,,
Souleymane Cissé,,,6.64,,,,,,,
Yanis Massolin,,,7.43,,,,,,,
Baila Diallo,,,7.03,,,,,,,
Ouparine Djoco,,,7.35,7.38,,,,,,
Branco van den Boomen,,,7.58,,,,,,,
Maxime Dupé,,,8.04,,,,5.82,4.0,6.04,7.2
Rafael Ratão,,,5.61,,,,,,,
Brecht Dejaegere,,,7.89,,,,,,,
Theocharis Tsingaras,,,6.27,,,,,,,
Oliver Zandén,,,6.35,,,,,,,
Veljko Birmančević,,,6.75,,,,,,,
Saïd Hamulic,,,6.9,,,,,,,
Quentin Boisgard,,,7.04,6.75,6.51,8.06,,5.44,,
Stéphane Diarra,,,7.34,7.06,5.74,,,,,
Yoann Cathline,,,5.7,,,,,,,
Adil Aouchiche,,,5.72,7.24,6.33,0.0,,,,
Léo Jardim,,,6.75,8.04,,,,,,
Ghjuvanni Quilichini,,,6.32,,,,,,,
Youcef Belaïli,,,6.0,6.87,,,,,,
Dan Potts,,,6.49,,,,,,,
Mounaim El Idrissy,,,7.75,,,,,,,
Thomas Mangani,,,6.75,6.9,7.29,7.93,5.9,7.6,8.5,7.16
Mathieu Coutadeur,,,7.75,,,,,,,
Bevic Moussiti-Oko,,,7.27,,,,,,,
Vincent Marchetti,,,6.05,,,,,,5.76,
Qazim Laçi,,,6.16,,,,,,,
Yanis Cimignani,,,7.9,,,,,,,
Mohamed Youssouf,,,7.61,,,,,,,
Romain Hamouma,,,6.29,7.59,7.68,6.23,5.86,7.21,6.32,6.62
Fernand Mayembo,,,5.99,,,,,,,
Mickaël Alphonse,,,7.05,,,8.06,7.04,,,
Mickaël Barreto,,,6.23,,,,,,,
Oumar Gonzalez,,,7.65,,,,,,,
Mehdi Puch-Herrantz,,,6.0,,,,,,,
Clément Vidal,,,6.91,,7.36,7.64,,,,
Cyrille Bayala,,,6.19,,,,,,,
Riad Nouri,,,7.82,,,,,,,
Cédric Avinel,,,5.28,,,,,,,
Moussa Soumano,,,6.56,,,,,,,
Kouamé Botué,,,5.25,,,,,,,
Ismael Diallo,,,6.24,,,,,,,
Moussa Djitte,,,6.55,,,,,,,
Tony Strata,,,5.71,,,,,,,
Kevin Spadanuda,,,5.51,,,,,,,
Benjamin Leroy,,,7.2,,,,,,8.62,
Florian Chabrolle,,,7.01,,,5.63,,,,
Ivane Chegra,,,5.89,,,,,,,
Lucas Silva,,,5.56,,,,,,,6.52
Yoann Touzghar,,,5.07,7.67,,,,,,
Anthony Khelifa,,,6.93,,,,,,,
François-Joseph Sollacaro,,,5.4,,,,,,,
Thiago Mendes,,,6.05,8.32,5.83,7.26,6.38,8.26,,
Damien Da Silva,,,5.74,7.4,6.75,7.88,7.88,8.1,6.25,6.39
Joaquín Blázquez,,,7.02,,,,,,,
Noah Fadiga,,,7.03,,,,,,,
Taïryk Arconte,,,5.27,,,,,,,
Alberth Elis,,,7.34,7.55,,,,,,
Lamine Gueye,,,,6.67,6.08,,,,,
Jonathan Iglesias,,,,6.61,,,,,,
Mahame Siby,,,,7.24,6.13,,,,,
Edouard Michut,,,,7.33,,,,,,
Sekou Yansané,,,,6.3,,,,,,
Nathan Bitumazala,,,,7.36,,,,,,
Eiji Kawashima,,,,8.03,5.71,,7.71,6.08,7.18,
Mehdi Chahiri,,,,5.98,6.44,,,,,
Abdoulaye Bakayoko,,,,8.2,,,,,,
Denis Bouanga,,,,7.63,7.08,7.08,5.48,,,6.0
Zaydou Youssouf,,,,7.14,6.04,6.64,6.68,5.83,5.52,
Harold Moukoudi,,,,7.27,6.69,7.72,,,,
Etienne Green,,,,7.62,6.35,,,,,
Jean-Philippe Krasso,,,,7.65,7.29,,,,,
Bryan Costa,,,,6.83,,,,,,
Stefan Bajic,,,,7.9,6.08,7.23,,,,
Lucas Gourna-Douath,,,,5.72,6.93,,,,,
Yanis Lhery,,,,6.87,5.67,,,,,
Maxence Rivera,,,,5.43,7.44,5.64,,,,
Charles Abi,,,,5.59,5.38,7.21,6.65,,,
Enzo Crivelli,,,,6.71,,,6.07,7.48,8.14,6.67
Mathys Saban,,,,7.3,7.18,,,,,
Kalifa Coulibaly,,,,7.7,5.62,7.02,5.78,7.73,,
Renaud Emond,,,,6.15,6.17,5.3,,,,
Osman Bukari,,,,5.8,,,,,,
Willem Geubbels,,,,5.4,7.51,,6.43,7.23,,
Abdoulaye Sylla,,,,6.09,7.82,,,,,
Konrad De La Fuente,,,,7.21,,,,,,
Ambroise Oyongo,,,,6.13,7.75,6.47,7.65,7.24,,
Yanis Guermouche,,,,7.8,,,,,,
Nicholas Gioacchini,,,,5.98,,,,,,
Chuli,,,,7.0,,,,,,
Simon Banza,,,,7.16,6.56,,,,,
Wuilker Faríñez,,,,7.08,7.47,,,,,
Charles Boli,,,,6.2,,,,,,
Corentin Jean,,,,7.61,6.79,7.51,6.04,7.79,5.6,7.24
Yannick Cahuzac,,,,6.62,5.77,,5.81,7.44,7.01,7.8
Ibrahima Baldé,,,,5.57,,,,,,
Anthony Mandrea,,,,6.16,,,,,,
Romain Thomas,,,,6.34,6.71,5.79,7.9,6.55,8.12,5.77
Vincent Manceau,,,,6.75,7.1,7.18,5.65,6.89,7.25,8.08
Stéphane Bahoken,,,,6.67,7.87,5.47,7.86,6.05,,
Danijel Petković,,,,5.69,,6.87,,,,
Casimir Ninga,,,,5.25,6.09,6.31,6.8,7.65,6.71,5.83
Walter Benítez,,,,5.86,7.28,7.33,6.47,6.7,7.11,
Lenny Lacroix,,,,7.71,,,,,,
Vincent Pajot,,,,6.74,5.97,7.03,6.49,6.53,7.27,8.07
Amine Bassi,,,,6.57,,,,,8.25,
Farid Boulaya,,,,6.08,7.31,7.46,,6.0,5.71,
Nicolas de Préville,,,,7.56,7.52,7.07,6.52,7.5,6.55,6.72
Marc-Aurèle Caillard,,,,5.53,6.99,,5.59,,,
Sikou Niakaté,,,,7.79,,,,,,
Sofiane Alakouch,,,,5.74,6.51,7.6,7.97,,,
Jemerson,,,,6.41,,6.91,6.68,7.5,8.54,5.23
Opa Nguette,,,,7.77,7.95,6.53,,5.58,6.23,
Louis Mafouta,,,,5.94,,,,,,
Jean-Armel Kana-Biyik,,,,5.91,,,,,,5.57
Mamadou Fofana,,,,6.91,6.67,5.49,,,,
Warren Tchimbembé,,,,5.25,6.93,,,,,
Amadou Mbengue,,,,5.29,,,,,,
Lenny Joseph,,,,6.82,,,,,,
William Mikelbrencis,,,,7.7,,,,,,
Danylo Ihnatenko,,,,5.72,,,,,,
Thibault Klidje,,,,6.31,,,,,,
Otávio,,,,5.61,5.7,8.21,7.73,7.72,,
Jimmy Briand,,,,5.67,7.52,8.19,7.62,5.96,5.92,6.14
Stian Rode Gregersen,,,,8.02,,,,,,
Issouf Sissokho,,,,5.54,6.44,,,,,
Enock Kwateng,,,,5.59,6.65,5.75,7.2,7.27,7.54,6.54
Gaëtan Poussin,,,,6.78,,,7.33,,,
Abdel Jalil Medioub,,,,6.48,,,,,,
Ricardo Mangas,,,,7.6,,,,,,
Mehdi Zerkane,,,,7.23,5.96,,,,,
Tom Lacoux,,,,7.33,6.18,,,,,
Fransérgio,,,,6.89,,,,,,
Loris Benito,,,,6.28,8.06,6.71,,,,
Johaneko Louisjean,,,,7.02,,,,,,
Amadou Traore,,,,5.89,6.2,,,,,
Jessy Moulin,,,,7.65,6.98,6.14,7.26,6.71,7.69,
Brandon Domingues,,,,7.77,,,,,,
Jimmy Giraudon,,,,6.69,,,,6.07,,
Dylan Chambost,,,,7.88,,,,,,
Philippe Sandler,,,,7.46,,,,,,
Ansou Sow,,,,7.42,,6.37,7.15,7.24,,
Eric N'Jo,,,,6.55,,,,,,
Mamadou Camara,,,,6.38,,,,,,
Karim Azamoum,,,,6.36,,,,6.74,,7.5
Mykola Kukharevych,,,,6.62,,,,,,
Gerson Rodrigues,,,,5.48,,,,,,
Romain Salin,,,,7.46,6.49,5.75,,,7.36,
Wilson Isidor,,,,6.47,,,5.41,,,
Moustapha Mbow,,,,7.68,,,,,,
Fodé Doucouré,,,,7.13,7.41,,,,,
Ghislain Konan,,,,5.79,7.87,5.78,6.96,,,
Ilan Kebbal,,,,6.09,,,,,,
Moreto Cassamã,,,,8.07,7.19,7.94,5.74,,,
Sambou Sissoko,,,,7.89,,5.29,,,,
Erwin Koffi,,,,7.01,,,,,5.37,8.06
Moussa Doumbia,,,,7.72,5.58,6.59,6.61,,,
Vital N'Simba,,,,6.13,,,,,,
Jérôme Phojo,,,,6.29,,,,,,
Jordan Tell,,,,7.54,,,,6.59,6.39,
Oriol Busquets,,,,7.44,,,,,,
Pierre-Yves Hamel,,,,5.84,5.97,,,,7.37,
Aboubakar Sidibé,,,,7.05,,,,,,
Josué Albert,,,,6.5,,,,,,
Yadaly Diaby,,,,6.88,,,,,,
Thomas Monconduit,,,,7.06,5.39,6.95,6.33,6.34,,
Jérémy Morel,,,,6.13,5.69,6.74,7.98,8.16,6.21,5.48
Fabien Lemoine,,,,6.45,7.19,,,,6.06,7.05
Matthieu Dreyer,,,,6.51,6.43,,,,6.07,7.46
Sambou Soumano,,,,6.05,,,,,,
Thomas Fontaine,,,,5.42,5.43,,7.13,,,
Paul Nardi,,,,6.26,7.9,,,,,6.64
Baptiste Mouazan,,,,7.19,,,,,,
Samuel Loric,,,,6.9,,,,,,
Redwan Bourles,,,,6.17,,,,,,
Jérôme Hergault,,,,6.78,7.59,,,,,
Isaac Lihadji,,,,7.58,5.64,5.36,,,,
Burak Yılmaz,,,,7.35,5.77,,,,,
Cheikh Niasse,,,,6.11,,6.45,,,,
Leo Dubois,,,,7.02,7.12,7.62,6.13,6.56,5.52,6.88
Paul Lasne,,,,7.53,6.51,6.79,6.85,5.75,5.67,7.77
Julien Faussurier,,,,7.52,6.9,6.52,,,,
Youssouph Badji,,,,5.96,,,,,,
Romain Philippoteaux,,,,7.69,6.99,7.93,,,7.78,6.63
Rafiki Said,,,,6.02,,,,,,
Kévin Zohi,,,,,7.05,7.17,5.72,,,
Ismael Aaneba,,,,,6.21,,6.75,,,
Idriss Saadi,,,,,7.64,,6.17,6.98,,
Niclas Eliasson,,,,,6.12,,,,,
Baptiste Reynet,,,,,8.05,7.44,5.69,7.28,7.05,
Pablo Martinez,,,,,7.38,6.98,5.71,6.41,5.75,5.52
Anthony Briançon,,,,,6.12,5.81,5.58,,,
Kelyan Guessoum,,,,,6.36,,,,,
Sidy Sarr,,,,,5.68,7.82,,,,
Florian Miguel,,,,,5.72,5.71,6.41,,,
Kévin Denkey,,,,,5.61,7.29,,,,
Haris Duljević,,,,,7.02,7.43,,,,
