,rating,totalRating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,goalsAssistsSum,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,penaltyConversion,setPieceConversion,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,scoringFrequency,yellowRedCards,savesCaught,savesParried,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,goalKicks,ballRecovery,id,type,appearances,goalsPrevented
Lewis Hall,6.76,6.6,26,0,2,0,0,1.0058693466089346,0,202,106,1112,25.521406936976817,120,434,110,24,2,18.120193520299914,40,0,0,0,0,4,6.886105247664361,6,0,2,64,47.88553008000417,12,61.432143686809546,18,24.621608878384272,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,41.10695646370528,0,0,0,20,32,4,30,32,1334,12,2,0,0,34,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,30,0,84,20,8,0,0,0,36,4,18,71.67412768208362,0,0,0,0,340,474,0,0.1606824009465509,0,18,1510370,overall,24,
Darwin Núñez,8.08,5.2,0,0,2,0,0,0.2888722495215565,2,54,50,136,104.41383535806719,4,88,18,6,4,88.02603572102551,26,0,4,0,0,0,0,24,4,0,46,75.14485997224571,2,54.954274958022495,50,61.02271242943999,934,11.446073996652526,0,0,0,0,0,0,2,0,0,2,0,0,0,14,49.6494822308571,6,0,0,8,80,6,6,0,358,4,10,0,0,4,2,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0,0,6,6,0,74,2,0,0,0,18,0,8,38.77227695789708,122,0,0,0,20,92,0,3.2754822097338883,0,0,1533328,overall,6,
Cody Gakpo,7.53,118.8,14,2,4,2,0,0.47226588063253694,0,326,56,342,5.146949067381101,50,20,168,2,10,57.09486017969027,20,8,2,0,0,2,4.3986513875804985,20,6,14,46,48.10025230527134,10,38,8,14.72076772192068,232,15.5294649453616,0,0,0,0,0,0,0,0,2,10,0,0,2,0,33.391206228892315,2,0,0,8,94,4,10,6,426,10,8,0,0,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,30,0,24,0,0,0,0,8,12,4,113.30946344167296,333.21329388068114,0,0,0,8,78,0,0.1325501056890186,0,52,1508944,overall,6,
Alexis Mac Allister,8.24,132.6,6,0,0,0,0,2.094617810304297,0,720,110,94,65.62212159360044,90,474,44,10,2,17.456674239880922,6,2,6,0,0,4,33.94847200044072,2,0,0,4,47.86168347289353,6,27.190936760254885,36,90.43099975931605,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,73.80052348395694,14,0,0,18,10,12,18,2,998,26,36,0,0,30,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,20,0,0,2,6,6,34,0,0,0,0,30,12,2,2.666521174111125,0,0,0,0,152,574,0,0.015626038756707095,0,16,1508974,overall,18,
Harvey Elliott,6.71,0.9,0,0,0,0,0,0.01152767254272043,0,4,0,18,181.00162548606727,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,2,4,0,,0,0,1533330,overall,2,
Virgil van Dijk,6.25,120.2,26,0,0,0,0,0.5133416784731408,2,1342,174,1452,141.4021065475062,730,606,36,6,0,26,4,36,0,0,0,0,0,6,4,0,6,70,48,69.9269432985159,8,13.985106805408506,2164,18.777778663985654,0,0,0,0,0,0,0,0,4,0,0,0,0,86,83.00931317880165,132,0,2,2,26,0,34,42,80,0,14,0,0,6,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,26,0,0,6,2,0,56,24,0,0,0,34,20,2,24,496,0,0,0,1042,606,0,0.7693729708394256,12,36,1508982,overall,26,
Trent Alexander-Arnold,6.37,98.7,4,0,2,0,2,1.0631434809154605,4,268,50,386,109.77812194604574,102,10,256,34,0,31.802735075534123,34,12,4,0,0,24,20.488209707554823,20,0,6,10,32.063948469014036,2,14.045737747457672,2,69.13395769885288,282,0,0,0,0,0,2,0,0,0,0,14,0,0,0,38,53.609888378436764,2,0,0,16,46,0,78,10,962,2,4,2,0,30,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,12,6,54,100,6,0,0,0,214,12,24,148,0,0,0,0,66,646,0,0.4006080293983356,0,0,1508934,overall,0,
Andrew Robertson,6.92,90.4,0,0,4,0,0,2.211749681703847,0,346,56,894,140.66388319784238,90,412,22,8,2,33.10352383711883,22,6,0,0,0,14,30.942554778743457,2,2,0,32,3.3438901656642273,0,36,24,25.779592171003003,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8.625814078609622,12,0,0,2,68,2,64,6,686,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,8,4,6,2,4,0,0,0,18,8,0,60.59440443963883,0,0,0,0,528,46,0,0.9224715252944342,0,42,1508986,overall,8,
Konstantinos Tsimikas,5.77,78.9,4,0,2,0,0,0.5715345885594324,0,44,2,68,73.96281196505888,90,22,60,0,2,54,10,4,0,0,0,0,7.938012805810345,0,0,0,26,62.01856083064327,0,38,34,76.05708432153565,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29.680028518503917,6,0,0,0,12,0,4,6,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16,0,0,0,0,24,0,6,67.33585170391395,0,0,0,0,24,112,0,0.047945257257537094,0,18,1508940,overall,8,
Joe Gomez,7.94,52.4,6,0,0,0,0,0.027928272448681957,0,94,40,40,111.93583557936874,132,18,2,0,0,0,2,0,0,0,0,0,0,0,0,0,6,88.33958789403184,0,20,10,124,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7.3043561342340055,14,0,0,0,2,0,6,6,244,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,106,0,0,0,0,58,30,0,0.4148104972317524,0,10,1607645,overall,0,
Conor Bradley,6.05,65.7,10,0,0,0,0,0.2071874337777397,0,58,26,286,54.08369120841496,0,4,60,0,2,17.858401976099927,4,2,0,0,0,0,0,4,0,0,14,32,2,3.882461475356436,14,5.9546538345319036,42,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,16,0,8,0,238,4,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,2,132.61257470267333,0,0,0,0,18,166,0,0.4069351464964972,0,32,1508954,overall,8,
Jarell Quansah,6.24,40.6,4,0,0,0,0,0.1791543354181705,0,36,16,108,169.17230300692,62,4,8,0,0,94,6,2,0,0,0,0,0,0,0,0,8,34.000928473896955,0,32.43967865686773,4,24.97497664162632,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,2,0,146,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,6,4,0,64,0,0,0,0,66,52,0,,0,2,1508980,overall,0,
Alisson,5.8,2,4,0,0,0,0,0.0007365743173270681,0,302,26,342,126.6108006249624,208,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,62,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48.31282711412369,2,0,0,0,32,0,18,10,238,0,0,0,0,0,0,0,0,4,4,0,0,6,8,0,0,4,6,8,2,0,8,0,0,0,0,0,0,0,0,0,0,82,2,0,0,0,0,0,4,76,10,0,,4,70,1508976,overall,10,5.148330566208575
Caoimhin Kelleher,5.84,73.5,4,0,0,0,0,0.0006618610392270016,0,156,120,360,19.167456955115682,74,20,6,0,0,62,0,0,0,0,0,0,0,0,0,0,2,74,0,94,0,180,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,126,0,24,6,430,0,0,0,0,0,0,0,0,6,2,0,0,18,12,2,0,0,0,2,6,0,2,0,0,0,0,0,0,0,0,0,0,134,2,0,0,0,0,0,2,100,56,0,,4,6,1597402,overall,4,0.5197463386176384
Luis Díaz,5.94,56.4,22,0,4,0,2,0.7063675415936064,6,168,10,348,91.84005074160382,62,288,78,30,22,5.27846034412083,4,0,0,0,0,0,28,40,14,6,62,24.20984537232929,2,64.6799913030308,46,57.42442217707953,172,32.658841697852665,0,0,0,0,0,0,8,0,12,2,0,0,0,8,82,4,0,0,22,88,4,8,10,386,16,22,0,0,2,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,16,8,100,6,0,0,0,10,2,6,66.81740277233502,112.33032669427436,0,0,0,30,252,2,5.734851414136522,0,20,1508942,overall,26,
Vítězslav Jaroš,6.61,7.9,0,0,0,0,0,0.003247272806819598,0,0,0,8,55.55393083663603,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48.01216606163521,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,,0,2,1622206,overall,0,0.0534435926325106
Ibrahima Konaté,6.57,147.8,0,0,0,2,0,0.15988585430795485,2,46,12,772,172.1255215041868,680,188,62,4,0,136,22,6,0,0,0,0,0,8,0,4,6,42.508995471772515,48,162.55098032703128,64,111.29263321412904,372,12.2177350815953,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38.471884145353044,40,0,0,0,128,0,20,4,1354,8,16,0,0,2,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,12,0,0,2,0,0,6,8,0,0,0,36,10,2,128.57117719873065,1824,0,0,0,932,520,0,0.861803661284446,0,66,1508948,overall,22,
Ryan Gravenberch,6.08,9.8,18,0,2,0,0,0.25298389089249373,0,44,118,52,119.93647149551185,48,180,310,6,2,122,38,48,6,0,0,0,162,0,0,4,120,42.41728301889405,4,144.16385745250497,4,122.47374202672383,342,0,0,0,0,0,0,0,0,0,0,8,0,0,0,14,62.26426575674631,18,0,0,4,38,2,36,26,708,38,28,0,0,2,0,0,0,0,10,0,0,0,0,14,2,0,0,0,0,0,4,0,0,4,6,0,10,2,0,0,0,42,16,4,5.050923942994146,0,0,0,0,144,702,0,0.846707965965313,0,28,1508946,overall,26,
Wataru Endo,6.14,23.8,0,0,0,0,0,0.010237108675613815,0,28,0,16,64,12,8,4,0,0,100,2,0,0,0,0,0,0,0,0,0,0,75.85994338744968,0,0,4,38.20989371753197,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,124.67700727684641,0,0,0,0,6,10,0,,0,2,1533324,overall,4,
Curtis Jones,6.13,73,16,2,0,2,0,0.3360420773138315,2,342,10,408,81.0179553182716,200,144,118,10,10,111.89701350078161,2,0,0,0,0,0,0,12,10,0,42,44.99247419998085,6,98,30,68.70671510151425,694,1.891840856936014,0,0,0,0,0,0,2,0,6,4,0,0,2,2,51.926984813920235,2,0,0,6,82,8,2,2,212,6,0,0,0,4,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,12,4,0,0,0,0,0,16,14,0,69.74078349933333,304.3851946373363,0,0,0,44,134,0,1.668574165310262,0,54,1585600,overall,6,
